soil_type,N,P,K,ph,organic_carbon,ec,health_score,health_class
Mountain,18.7,8.2,88.6,6.3,2.89,1.99,57.4,Moderate
Black,93.5,64.5,182.0,7.97,1.27,3.61,72.2,Moderate
Mountain,91.0,138.6,64.9,6.58,2.62,0.71,71.0,Moderate
Black,29.3,133.0,11.9,3.84,0.89,1.85,44.5,Poor
Red,16.3,7.3,201.3,6.31,0.33,2.07,42.1,Poor
Black,18.6,114.6,8.7,5.0,1.36,2.05,48.4,Poor
Alluvial,75.5,69.1,21.2,6.23,2.37,1.19,86.2,Healthy
Laterite,120.6,109.7,179.5,6.03,1.53,1.87,72.6,Moderate
Desert,119.7,90.3,22.4,7.98,0.15,3.59,62.6,Moderate
Desert,121.1,75.4,52.4,8.08,1.99,0.12,84.0,Healthy
Red,16.0,80.5,147.3,7.04,1.67,2.88,68.0,Moderate
Laterite,35.7,143.9,88.7,5.7,1.41,3.22,68.6,Moderate
Black,139.9,66.7,106.7,4.08,2.09,3.64,57.9,Moderate
Red,65.1,24.7,0.1,4.76,1.73,3.12,68.9,Moderate
Laterite,2.3,103.6,19.3,7.15,1.56,0.48,57.5,Moderate
Red,76.9,109.2,194.9,8.89,1.82,3.02,54.9,Moderate
Black,50.0,71.3,159.9,7.36,1.54,3.24,78.5,Healthy
Black,101.8,20.0,52.5,4.74,2.93,3.97,65.7,Moderate
Desert,147.7,35.3,38.4,4.81,0.54,1.52,66.2,Moderate
Red,94.2,16.0,32.8,4.61,1.97,3.52,66.9,Moderate
Black,65.7,67.2,67.3,4.44,1.05,2.03,87.2,Healthy
Red,65.8,113.6,85.9,5.56,0.18,2.86,67.0,Moderate
Black,13.1,56.3,196.8,6.89,1.58,1.93,65.2,Moderate
Red,100.2,123.3,41.4,7.68,0.74,3.2,76.3,Healthy
Desert,31.5,76.9,134.4,6.14,1.73,1.39,84.4,Healthy
Red,129.8,100.1,6.9,6.83,1.22,3.25,64.2,Moderate
Desert,128.3,101.6,9.1,8.39,2.16,2.07,55.7,Moderate
Laterite,82.8,113.8,25.2,8.45,2.78,0.13,60.9,Moderate
Desert,146.8,8.3,158.0,7.4,2.26,1.37,53.3,Moderate
Red,10.1,130.6,184.4,6.05,0.53,2.4,44.8,Poor
Desert,61.1,107.2,2.2,3.53,0.58,3.16,42.1,Poor
Mountain,78.2,70.4,77.6,4.11,0.56,0.71,81.1,Healthy
Alluvial,109.4,34.5,54.9,7.24,1.95,3.25,88.1,Healthy
Red,117.7,61.1,174.0,8.47,0.29,2.02,63.1,Moderate
Laterite,88.2,68.7,28.5,4.72,1.05,3.09,77.8,Healthy
Desert,72.6,126.0,199.0,6.8,2.03,3.06,63.0,Moderate
Red,82.8,23.2,178.0,8.96,0.71,1.75,68.7,Moderate
Desert,28.1,142.9,62.1,7.36,0.5,3.43,50.3,Moderate
Black,51.8,92.5,63.6,7.2,0.86,1.53,86.9,Healthy
Red,4.5,140.1,196.2,6.53,1.7,0.83,50.7,Moderate
Black,84.5,81.1,62.2,7.53,2.77,3.6,69.8,Moderate
Desert,49.6,29.8,3.5,8.13,1.81,1.75,74.6,Moderate
Desert,97.7,8.1,84.9,8.88,2.14,0.26,68.5,Moderate
Desert,64.6,147.4,187.6,7.76,2.29,3.27,50.9,Moderate
Alluvial,121.9,1.2,111.6,7.29,2.82,2.12,60.2,Moderate
Laterite,83.4,69.4,91.7,6.34,2.72,0.37,88.8,Healthy
Mountain,82.1,121.1,167.2,5.02,1.4,3.72,62.2,Moderate
Red,97.9,104.0,168.6,7.91,1.12,0.62,76.3,Healthy
Red,74.3,78.8,208.2,3.64,1.03,2.37,55.1,Moderate
Laterite,64.6,41.7,4.3,6.64,0.78,2.49,73.1,Moderate
Mountain,143.1,87.6,193.4,5.26,0.34,3.68,42.6,Poor
Black,107.0,14.9,92.7,7.96,0.42,0.79,83.8,Healthy
Red,28.2,115.7,145.0,8.3,2.99,0.12,46.0,Poor
Alluvial,71.4,76.3,9.7,3.52,0.95,2.46,60.3,Moderate
Desert,75.8,16.2,44.5,5.23,0.24,2.77,70.0,Moderate
Desert,19.8,50.7,111.3,7.06,0.4,2.8,67.0,Moderate
Red,68.3,113.0,193.4,7.78,0.39,3.67,52.8,Moderate
Alluvial,24.1,86.3,34.6,6.23,2.72,3.66,58.0,Moderate
Black,62.5,147.0,48.4,5.5,0.48,4.0,63.3,Moderate
Laterite,27.2,41.1,19.7,5.0,0.64,0.55,66.8,Moderate
Desert,22.2,19.1,11.9,4.29,2.89,3.38,41.0,Poor
Mountain,90.8,140.1,68.4,8.18,2.19,3.46,61.9,Moderate
Alluvial,32.4,111.3,112.5,4.97,0.23,0.29,54.7,Moderate
Desert,120.4,106.0,158.2,8.01,0.65,0.54,75.8,Healthy
Alluvial,139.7,142.5,48.0,8.13,0.12,2.77,42.6,Poor
Desert,135.9,140.8,52.4,8.46,0.26,3.87,40.2,Poor
Alluvial,38.7,134.7,142.3,5.52,2.72,1.0,60.3,Moderate
Red,57.2,63.6,40.4,6.07,0.11,1.61,74.2,Moderate
Red,141.5,103.3,184.8,4.4,2.32,0.95,44.9,Poor
Laterite,15.6,38.2,53.8,8.92,1.51,2.2,63.7,Moderate
Alluvial,20.5,28.5,66.4,3.84,2.47,1.46,65.2,Moderate
Desert,37.0,135.5,134.0,7.48,2.19,3.39,56.0,Moderate
Red,5.5,56.9,106.3,5.99,1.71,0.14,78.5,Healthy
Laterite,18.4,19.8,167.2,6.59,0.27,0.63,60.3,Moderate
Laterite,129.6,108.4,156.5,7.96,2.99,1.55,53.6,Moderate
Mountain,122.0,135.5,192.1,6.19,1.34,2.48,68.4,Moderate
Desert,106.7,32.1,144.0,4.33,2.13,3.46,73.3,Moderate
Laterite,56.7,80.6,175.2,8.34,0.99,1.68,67.7,Moderate
Mountain,103.2,51.9,20.6,8.09,0.44,0.61,75.8,Healthy
Red,11.4,117.9,162.4,8.84,0.65,0.68,43.6,Poor
Laterite,2.4,49.2,41.3,3.69,2.69,3.49,45.0,Poor
Laterite,60.8,54.1,38.4,6.43,0.76,3.18,94.5,Healthy
Black,10.5,49.4,206.8,5.9,0.47,0.93,54.7,Moderate
Red,146.2,94.1,168.4,7.97,0.44,1.34,45.7,Poor
Desert,122.5,36.1,53.2,6.2,0.37,1.76,90.1,Healthy
Alluvial,117.9,102.5,90.7,9.0,2.46,0.19,68.2,Moderate
Desert,95.0,100.9,99.7,6.62,2.72,0.64,82.7,Healthy
Mountain,128.4,57.1,84.6,3.96,2.34,1.24,72.1,Moderate
Mountain,101.8,87.9,55.8,5.74,1.31,0.36,88.7,Healthy
Desert,149.4,0.2,138.8,6.65,2.65,2.87,39.2,Poor
Black,52.0,24.3,136.6,5.4,1.99,1.79,86.5,Healthy
Desert,117.1,106.1,100.7,7.97,2.62,3.17,65.8,Moderate
Mountain,125.8,36.4,79.8,7.43,0.71,3.56,85.7,Healthy
Desert,51.8,134.8,151.3,6.75,2.83,2.3,57.1,Moderate
Black,146.6,28.4,98.2,3.63,0.19,3.82,38.3,Poor
Alluvial,145.0,4.6,153.4,7.21,0.46,0.35,57.4,Moderate
Desert,94.2,0.5,138.8,7.21,1.96,2.39,72.8,Moderate
Desert,72.1,148.8,0.7,4.17,1.7,3.96,41.1,Poor
Red,44.1,16.5,15.5,4.79,0.72,2.05,68.3,Moderate
Black,27.9,29.9,21.2,4.18,0.59,0.63,61.2,Moderate
Red,3.1,71.5,80.1,7.55,1.61,3.56,67.4,Moderate
Desert,61.8,125.5,7.0,5.81,1.86,2.66,58.0,Moderate
Laterite,51.9,102.5,30.2,7.67,2.67,0.33,72.7,Moderate
Red,142.0,3.7,63.9,6.84,2.86,2.05,50.3,Moderate
Desert,55.7,105.8,74.7,5.33,2.25,3.21,73.2,Moderate
Mountain,138.3,33.2,99.9,3.82,2.35,3.05,56.4,Moderate
Desert,28.5,10.6,28.3,7.07,2.6,0.05,60.6,Moderate
Alluvial,75.9,30.8,95.9,8.21,0.17,0.27,81.2,Healthy
Alluvial,64.2,110.8,85.4,6.04,0.42,3.17,66.3,Moderate
Laterite,47.8,99.6,21.4,7.91,2.94,0.9,57.5,Moderate
Mountain,57.6,1.2,64.3,8.31,2.34,3.12,59.7,Moderate
Laterite,103.5,12.0,60.5,7.45,2.23,2.05,80.3,Healthy
Desert,38.6,70.0,34.3,5.43,0.76,1.34,86.9,Healthy
Alluvial,136.3,117.4,59.4,5.65,0.86,0.8,75.1,Healthy
Laterite,63.7,120.2,11.6,7.19,1.22,0.72,76.3,Healthy
Mountain,128.2,145.0,53.5,3.98,1.86,1.33,63.9,Moderate
Laterite,10.2,122.8,140.5,6.68,1.76,1.1,65.2,Moderate
Mountain,100.7,3.3,97.9,8.02,0.62,0.51,79.7,Healthy
Mountain,128.2,138.6,159.5,6.95,2.77,2.95,50.0,Moderate
Laterite,49.8,14.7,65.3,4.39,0.57,2.42,68.5,Moderate
Mountain,9.1,26.8,87.3,7.16,0.14,0.51,70.7,Moderate
Black,52.2,136.5,146.0,3.69,2.41,0.5,58.6,Moderate
Desert,79.6,67.2,20.4,3.85,0.54,2.8,64.5,Moderate
Red,40.4,21.3,142.0,7.03,2.08,3.12,76.5,Healthy
Alluvial,87.9,67.5,43.6,8.46,2.76,3.87,64.1,Moderate
Desert,129.0,107.3,181.4,3.72,0.23,0.07,46.4,Poor
Desert,80.4,98.6,57.2,4.29,0.42,0.04,75.2,Healthy
Desert,142.5,108.0,146.2,7.42,2.48,3.53,50.5,Moderate
Black,14.6,83.2,69.6,4.41,1.68,0.55,69.9,Moderate
Laterite,58.7,28.0,51.9,5.43,2.56,1.19,83.7,Healthy
Red,114.9,33.4,116.7,8.11,1.87,2.6,89.3,Healthy
Laterite,115.4,120.6,204.3,8.09,0.2,2.56,43.0,Poor
Red,32.6,113.1,39.9,4.04,2.49,3.05,50.8,Moderate
Red,140.0,148.5,209.4,6.37,2.05,0.92,52.9,Moderate
Red,127.5,99.4,176.6,8.79,0.39,1.06,54.1,Moderate
Alluvial,33.1,98.5,206.2,4.27,1.08,2.63,46.8,Poor
Mountain,12.6,10.2,113.1,3.66,0.26,1.61,40.9,Poor
Black,78.2,90.0,146.5,4.74,1.24,0.53,80.5,Healthy
Red,75.6,92.2,0.6,4.91,1.32,1.98,67.1,Moderate
Red,62.8,82.9,110.9,7.57,1.29,3.54,83.4,Healthy
Alluvial,33.9,102.2,48.9,6.91,1.41,1.28,74.5,Moderate
Laterite,130.5,34.3,187.1,7.55,0.79,0.67,84.5,Healthy
Laterite,59.8,137.6,80.1,4.65,0.87,2.82,70.3,Moderate
Red,74.4,73.8,97.9,6.52,2.24,2.07,92.9,Healthy
Red,145.2,90.9,127.9,4.01,0.94,0.52,56.6,Moderate
Black,20.1,36.6,199.2,6.89,0.83,0.26,69.8,Moderate
Mountain,87.8,110.9,43.7,8.08,1.14,3.13,73.5,Moderate
Mountain,64.6,112.5,65.1,8.75,2.33,2.63,57.7,Moderate
Black,134.1,70.0,104.3,5.77,1.38,1.16,85.2,Healthy
Black,41.2,82.6,39.3,4.24,1.94,3.07,66.6,Moderate
Mountain,112.2,113.7,166.4,6.92,2.6,3.27,62.9,Moderate
Black,57.1,107.0,103.5,8.48,0.7,1.12,82.3,Healthy
Mountain,24.5,12.7,100.2,7.83,2.75,3.47,52.9,Moderate
Mountain,87.2,30.2,131.6,4.16,1.6,3.19,78.3,Healthy
Black,14.8,126.8,141.1,6.25,1.83,2.51,63.6,Moderate
Red,40.4,21.3,113.8,7.29,1.16,1.7,87.8,Healthy
Alluvial,81.3,18.0,8.9,8.01,2.08,3.0,63.6,Moderate
Desert,66.5,122.0,35.6,7.44,1.85,2.26,81.2,Healthy
Mountain,83.2,48.8,57.6,4.84,1.9,3.96,80.7,Healthy
Black,96.2,39.4,62.6,4.49,0.24,2.78,67.9,Moderate
Desert,14.7,132.0,172.4,6.51,1.87,0.45,59.2,Moderate
Red,143.1,96.1,139.9,4.94,2.34,3.07,40.5,Poor
Alluvial,7.1,61.8,41.8,8.13,1.32,2.33,73.4,Moderate
Red,0.4,76.9,36.7,8.51,2.82,3.69,39.6,Poor
Red,39.1,94.1,13.4,5.97,1.9,1.78,71.3,Moderate
Black,90.1,148.4,141.1,8.36,1.48,1.7,62.4,Moderate
Mountain,14.7,19.2,46.0,6.69,1.31,3.73,72.7,Moderate
Alluvial,17.8,25.3,65.9,3.58,2.63,3.59,53.3,Moderate
Red,106.8,130.7,27.1,6.02,0.25,0.14,66.2,Moderate
Red,119.1,125.7,104.8,4.65,1.64,0.82,78.7,Healthy
Desert,34.6,107.2,118.0,8.77,0.57,3.16,51.6,Moderate
Desert,79.4,130.1,171.2,8.48,1.16,2.85,59.4,Moderate
Red,79.2,141.6,136.6,7.93,1.56,3.14,66.6,Moderate
Mountain,54.5,10.2,76.3,4.83,1.1,1.5,80.2,Healthy
Alluvial,137.6,13.0,139.7,7.39,1.17,2.58,64.7,Moderate
Desert,140.9,57.8,192.7,7.91,2.03,1.42,57.1,Moderate
Desert,82.8,45.1,153.7,8.26,0.88,3.38,69.1,Moderate
Black,14.8,86.0,23.3,3.74,0.92,2.74,53.9,Moderate
Mountain,59.3,47.3,150.4,7.25,0.17,1.61,77.5,Healthy
Alluvial,36.5,8.5,69.3,3.88,1.7,0.7,63.6,Moderate
Red,74.2,73.5,115.0,6.13,0.45,0.67,92.9,Healthy
Black,1.9,2.4,142.8,8.19,0.71,2.81,47.1,Poor
Red,122.3,56.3,50.9,5.16,0.56,0.33,91.3,Healthy
Desert,130.1,21.9,0.8,6.56,1.57,2.21,68.9,Moderate
Black,84.4,39.2,112.9,6.59,1.17,0.16,100.0,Healthy
Desert,44.8,38.1,36.2,3.74,2.15,1.78,75.3,Healthy
Black,26.4,23.7,137.7,3.93,0.7,0.13,69.6,Moderate
Alluvial,95.7,146.3,74.6,8.44,2.93,0.06,58.3,Moderate
Black,114.6,79.6,47.4,8.69,1.35,3.57,70.3,Moderate
Red,2.1,69.3,117.5,7.44,1.94,1.87,75.7,Healthy
Mountain,4.0,62.1,21.0,5.82,2.62,1.14,56.8,Moderate
Mountain,4.2,76.2,15.5,4.42,2.55,3.92,39.0,Poor
Alluvial,61.1,32.8,128.3,7.58,1.52,3.08,85.3,Healthy
Black,96.8,9.6,12.6,3.52,2.59,0.49,47.9,Poor
Laterite,21.6,138.8,56.8,6.5,1.56,1.03,64.5,Moderate
Laterite,143.4,27.1,145.6,5.35,0.15,2.74,50.4,Moderate
Laterite,59.9,82.4,152.1,4.95,2.26,3.63,72.6,Moderate
Laterite,65.9,111.6,153.9,6.1,1.97,0.36,82.8,Healthy
Red,121.1,119.0,55.7,6.38,2.73,3.5,63.1,Moderate
Desert,13.6,49.1,204.5,6.37,0.83,3.35,58.1,Moderate
Mountain,135.2,70.7,88.7,8.34,2.54,2.81,61.4,Moderate
Black,1.4,99.9,29.9,6.3,1.55,3.78,49.2,Poor
Mountain,10.4,81.5,189.4,4.96,0.56,0.64,51.8,Moderate
Black,1.2,47.4,111.8,7.36,1.67,0.24,81.9,Healthy
Alluvial,66.0,34.2,20.8,8.25,2.24,3.35,71.2,Moderate
Alluvial,25.3,60.4,117.0,3.55,1.55,1.67,69.2,Moderate
Alluvial,124.7,146.3,1.3,8.59,1.97,0.82,49.5,Poor
Desert,13.4,56.8,141.5,4.02,1.69,2.84,57.1,Moderate
Black,13.4,117.2,38.2,4.22,2.26,0.99,54.9,Moderate
Desert,116.0,98.9,0.6,5.34,1.57,2.48,64.1,Moderate
Mountain,40.7,84.3,19.7,4.86,1.05,0.37,73.3,Moderate
Desert,120.0,90.0,100.9,8.49,0.4,2.63,73.6,Moderate
Black,144.8,43.0,155.1,3.97,0.76,1.57,59.7,Moderate
Black,94.2,58.8,173.1,5.03,0.53,1.37,78.9,Healthy
Mountain,79.8,74.9,74.5,8.45,2.33,1.61,78.4,Healthy
Black,81.3,105.9,16.1,4.14,2.09,1.71,62.5,Moderate
Alluvial,73.9,14.6,75.1,6.03,1.87,2.79,88.5,Healthy
Desert,110.7,118.6,47.4,8.31,2.19,0.99,77.9,Healthy
Mountain,24.3,56.4,61.3,5.75,0.92,2.75,81.3,Healthy
Red,19.7,119.2,86.9,5.8,1.82,3.22,57.9,Moderate
Mountain,52.4,4.2,21.1,4.2,1.85,1.19,62.8,Moderate
Black,100.4,93.4,23.2,8.22,0.58,2.77,67.6,Moderate
Mountain,87.3,0.6,134.3,7.06,0.67,3.92,68.6,Moderate
Mountain,92.4,44.6,24.1,8.42,2.81,3.29,55.7,Moderate
Black,91.7,0.1,41.0,6.35,2.69,0.01,74.9,Moderate
Red,140.8,5.4,151.4,3.8,1.61,1.35,47.4,Poor
Alluvial,17.7,19.4,103.7,7.52,0.59,1.51,75.1,Healthy
Mountain,53.7,4.7,176.1,5.12,2.24,1.64,60.7,Moderate
Red,92.6,48.9,57.4,4.73,1.09,0.58,92.7,Healthy
Desert,119.4,15.5,184.3,3.55,2.6,3.6,48.0,Poor
Desert,59.4,37.5,81.8,8.26,0.2,0.82,81.6,Healthy
Alluvial,27.3,86.4,63.9,4.2,2.7,3.45,44.1,Poor
Red,64.9,83.6,31.2,4.24,2.68,0.43,69.4,Moderate
Mountain,57.1,69.9,63.1,4.89,2.51,3.75,72.5,Moderate
Alluvial,121.5,52.7,0.7,6.62,1.78,0.71,83.2,Healthy
Desert,78.4,131.1,7.6,4.96,2.36,3.84,48.1,Poor
Alluvial,130.6,114.4,85.9,3.95,0.95,3.31,58.9,Moderate
Laterite,127.5,77.9,81.7,4.8,1.87,2.15,79.6,Healthy
Black,91.5,16.9,136.0,6.09,1.33,0.3,93.6,Healthy
Desert,84.1,29.5,186.8,5.87,1.89,0.46,82.2,Healthy
Alluvial,139.0,58.3,123.6,7.08,2.27,3.78,70.9,Moderate
Laterite,94.9,105.7,149.4,5.08,0.65,2.35,72.8,Moderate
Desert,96.7,72.5,159.8,3.7,0.95,3.52,65.3,Moderate
Black,1.8,134.8,137.3,5.46,1.18,2.69,46.9,Poor
Alluvial,126.4,141.8,164.3,6.15,0.36,3.9,52.0,Moderate
Laterite,84.1,147.5,25.5,8.79,2.47,1.05,56.9,Moderate
Red,18.8,48.0,103.8,5.2,2.55,3.08,59.9,Moderate
Mountain,134.7,64.3,200.3,4.72,0.91,3.7,56.8,Moderate
Desert,28.6,19.9,86.9,5.45,2.09,0.96,84.5,Healthy
Black,90.0,81.7,20.2,4.25,1.01,1.7,69.8,Moderate
Mountain,115.2,11.7,111.0,5.86,2.4,0.7,86.1,Healthy
Desert,139.9,60.2,191.5,4.78,0.57,3.36,46.9,Poor
Desert,44.1,14.5,183.2,8.63,0.62,2.19,48.2,Poor
Mountain,95.1,137.4,159.0,3.71,2.7,1.51,51.9,Moderate
Red,24.4,0.8,77.0,8.07,0.91,3.35,46.2,Poor
Black,116.5,50.8,1.3,4.96,0.77,3.16,69.3,Moderate
Red,129.8,14.8,156.4,7.97,2.1,2.02,70.5,Moderate
Red,125.5,70.1,156.4,8.33,0.75,2.09,71.1,Moderate
Desert,56.0,119.6,124.2,4.5,2.73,0.2,69.5,Moderate
Alluvial,47.9,16.9,38.2,6.91,0.47,2.58,81.2,Healthy
Red,81.3,116.4,21.7,4.0,0.99,1.94,60.6,Moderate
Black,125.0,65.5,22.4,5.91,1.99,2.3,81.2,Healthy
Alluvial,137.0,102.7,43.2,6.29,0.52,2.45,65.5,Moderate
Alluvial,6.1,107.3,174.8,4.08,2.25,3.75,30.1,Poor
Desert,109.9,92.7,81.7,4.64,0.88,1.72,77.5,Healthy
Mountain,13.1,141.8,109.8,3.91,0.68,3.56,42.1,Poor
Desert,10.9,147.0,184.1,7.67,1.45,1.91,48.0,Poor
Mountain,60.3,49.6,145.7,7.6,2.47,0.82,91.7,Healthy
Laterite,91.1,84.8,110.6,8.7,1.01,1.87,81.3,Healthy
Laterite,132.0,136.3,147.1,8.29,0.79,3.2,54.6,Moderate
Desert,130.4,47.9,58.3,3.61,0.69,1.46,72.7,Moderate
Laterite,137.0,82.8,59.6,6.19,1.81,2.2,79.5,Healthy
Desert,101.4,142.2,40.4,5.8,0.19,0.75,72.5,Moderate
Red,68.8,66.4,102.8,5.6,1.99,2.7,87.3,Healthy
Desert,105.4,2.4,101.1,4.36,1.9,1.57,71.8,Moderate
Black,78.2,68.1,51.6,6.37,2.09,2.69,92.1,Healthy
Mountain,82.2,90.2,124.1,6.18,1.14,1.65,89.5,Healthy
Alluvial,144.6,78.9,111.4,3.87,0.84,2.81,59.5,Moderate
Black,40.0,20.3,118.8,8.18,0.47,0.91,75.9,Healthy
Laterite,28.1,56.7,11.6,6.14,2.01,0.18,69.3,Moderate
Red,136.1,92.3,136.8,6.67,2.2,0.44,79.6,Healthy
Black,11.8,143.3,202.8,7.61,0.3,3.43,29.7,Poor
Red,19.3,104.3,25.3,4.26,2.26,3.58,47.3,Poor
Black,20.9,130.0,130.3,7.55,2.28,1.28,61.4,Moderate
Mountain,20.7,40.7,107.8,7.53,1.86,1.88,86.3,Healthy
Black,12.9,101.2,3.5,7.25,0.88,0.5,60.6,Moderate
Laterite,37.2,47.2,28.7,3.86,0.9,0.13,72.4,Moderate
Red,108.2,106.0,129.6,6.9,0.57,0.93,86.6,Healthy
Alluvial,119.8,3.0,70.4,7.19,1.27,2.16,76.4,Healthy
Mountain,112.3,92.0,118.7,4.65,1.83,1.78,74.3,Moderate
Black,91.1,31.4,7.4,4.89,2.17,1.4,74.1,Moderate
Black,21.3,62.2,205.8,5.73,1.16,1.2,65.3,Moderate
Alluvial,132.8,143.3,100.6,5.66,1.47,0.89,71.4,Moderate
Black,128.9,63.8,113.1,6.31,2.02,3.68,85.0,Healthy
Alluvial,15.4,129.9,206.8,5.18,2.45,2.51,35.3,Poor
Black,96.1,58.7,151.5,5.15,0.85,3.26,75.7,Healthy
Red,111.5,5.5,192.4,7.37,2.02,2.22,73.6,Moderate
Alluvial,138.4,24.5,156.6,6.07,2.89,1.47,62.5,Moderate
Laterite,13.4,18.3,9.6,5.65,0.46,0.12,59.9,Moderate
Desert,15.4,69.7,164.9,6.67,1.75,0.72,72.7,Moderate
Alluvial,118.2,102.8,199.1,4.25,1.92,1.85,61.8,Moderate
Red,45.9,10.8,97.7,4.36,1.85,1.8,75.6,Healthy
Black,82.9,37.1,2.3,7.27,1.9,1.46,80.4,Healthy
Mountain,113.2,68.8,138.0,7.47,1.13,2.38,92.4,Healthy
Desert,77.1,81.8,151.0,4.03,2.32,3.87,62.4,Moderate
Red,41.6,117.4,95.0,7.82,1.79,1.03,76.5,Healthy
Alluvial,7.0,3.1,98.1,3.79,0.27,3.65,26.1,Poor
Alluvial,94.8,130.3,60.4,6.74,1.1,2.27,77.7,Healthy
Desert,149.7,19.5,92.2,6.04,2.6,3.64,57.6,Moderate
Red,112.3,108.1,24.0,5.21,2.96,1.47,60.8,Moderate
Desert,84.6,111.2,88.5,6.27,0.67,2.32,85.3,Healthy
Alluvial,20.8,108.8,78.6,4.62,0.94,3.99,55.8,Moderate
Desert,49.4,99.1,158.0,4.03,1.14,3.53,59.5,Moderate
Mountain,132.4,134.0,3.0,3.79,2.44,3.98,32.4,Poor
Mountain,106.8,87.4,77.9,8.03,2.49,3.35,70.4,Moderate
Red,28.9,126.8,77.8,8.28,0.64,3.55,52.5,Moderate
Desert,50.3,17.5,117.1,7.29,1.24,2.82,81.1,Healthy
Desert,40.1,40.9,129.3,4.08,1.75,3.78,68.0,Moderate
Alluvial,145.7,100.3,94.2,4.69,2.32,0.15,58.2,Moderate
Mountain,149.7,27.0,109.3,8.85,2.81,0.41,55.2,Moderate
Laterite,80.6,9.5,102.5,6.54,1.39,3.0,83.9,Healthy
Alluvial,77.4,136.5,71.6,6.74,0.18,3.52,62.6,Moderate
Mountain,141.5,95.7,42.5,5.7,0.66,2.89,66.2,Moderate
Laterite,3.6,15.9,25.9,8.82,0.59,1.11,46.5,Poor
Black,109.8,63.5,37.3,6.89,2.59,1.45,89.3,Healthy
Black,93.2,22.6,75.2,4.47,2.52,2.76,75.7,Healthy
Alluvial,120.1,0.1,29.9,4.05,0.28,3.24,46.6,Poor
Mountain,36.4,130.9,60.2,3.91,1.27,2.03,54.6,Moderate
Red,120.0,70.4,77.7,7.1,2.75,0.62,84.7,Healthy
Black,144.5,60.6,155.1,4.9,0.28,3.4,49.7,Poor
Red,28.9,24.9,98.8,8.29,1.58,0.32,77.5,Healthy
Mountain,14.7,26.0,206.3,8.52,2.41,0.45,45.6,Poor
Black,36.4,55.9,180.6,4.21,2.85,0.3,51.3,Moderate
Black,21.3,84.6,200.3,8.61,0.36,0.93,43.2,Poor
Laterite,34.6,118.9,91.6,3.84,2.04,2.13,62.5,Moderate
Black,56.2,130.5,197.6,7.03,2.11,0.01,66.9,Moderate
Black,77.8,15.4,11.0,8.61,0.64,2.01,59.5,Moderate
Mountain,139.0,144.1,32.7,4.01,1.3,0.18,52.5,Moderate
Desert,6.6,129.2,108.1,3.72,1.51,0.6,50.9,Moderate
Black,112.8,44.7,130.6,6.35,2.88,3.61,73.8,Moderate
Black,49.8,17.8,208.5,4.23,2.78,1.63,45.6,Poor
Desert,18.6,86.7,133.9,7.81,0.14,2.71,52.1,Moderate
Red,43.1,110.4,197.3,4.01,1.36,2.03,51.8,Moderate
Mountain,75.8,100.9,189.9,6.76,2.61,1.31,63.7,Moderate
Black,10.2,112.3,2.4,5.31,2.24,1.27,49.9,Poor
Desert,146.6,9.2,179.3,4.94,2.16,2.97,40.0,Poor
Desert,112.9,68.5,110.4,4.83,0.54,1.04,89.3,Healthy
Mountain,66.8,117.8,44.6,8.24,2.18,3.66,65.9,Moderate
Mountain,106.1,36.1,16.7,5.25,2.64,2.8,66.2,Moderate
Black,56.6,71.1,135.6,7.26,1.62,1.19,90.1,Healthy
Desert,77.5,117.3,151.5,8.24,1.0,3.08,66.8,Moderate
Desert,12.2,78.4,59.5,4.5,2.19,1.5,63.0,Moderate
Red,99.2,77.1,94.9,7.15,0.62,1.26,98.9,Healthy
Mountain,27.0,102.1,144.3,4.76,2.92,2.3,43.6,Poor
Laterite,33.1,41.2,34.5,3.81,2.25,3.73,57.4,Moderate
Red,89.1,44.7,136.6,8.81,2.17,1.92,78.3,Healthy
Black,77.1,109.0,176.5,5.23,1.36,3.23,61.8,Moderate
Desert,2.8,34.4,30.9,8.64,2.84,1.53,48.1,Poor
Alluvial,65.7,21.8,32.6,4.16,2.82,0.88,72.9,Moderate
Laterite,84.2,25.2,167.6,7.51,2.05,0.34,86.2,Healthy
Laterite,126.1,130.9,183.2,5.39,2.13,0.15,57.4,Moderate
Alluvial,50.2,103.0,93.3,4.75,2.49,3.64,54.8,Moderate
Alluvial,109.2,47.8,127.5,8.77,0.68,1.03,85.1,Healthy
Laterite,116.2,44.9,84.9,8.09,1.65,3.95,84.8,Healthy
Red,113.0,69.4,135.0,5.08,2.71,1.61,76.9,Healthy
Red,64.0,36.7,158.5,4.4,1.72,1.62,84.4,Healthy
Black,39.2,37.8,98.9,5.0,2.7,3.69,68.2,Moderate
Desert,20.9,103.7,163.3,5.22,1.12,0.28,57.2,Moderate
Desert,104.7,133.0,192.9,7.75,1.85,1.68,66.7,Moderate
Laterite,81.8,105.0,159.9,8.36,2.39,1.39,63.0,Moderate
Desert,14.6,3.7,192.8,6.85,0.58,1.73,49.6,Poor
Mountain,95.7,82.1,29.1,4.21,3.0,3.16,54.9,Moderate
Red,73.1,55.5,198.0,8.47,0.45,3.86,56.8,Moderate
Black,58.1,139.6,71.9,5.04,0.63,3.91,58.6,Moderate
Desert,2.6,77.1,59.9,4.94,0.28,0.18,58.5,Moderate
Black,8.7,0.5,174.0,6.26,1.32,3.02,48.6,Poor
Desert,4.6,45.1,128.9,4.26,1.92,1.96,60.6,Moderate
